,case,event,startTime,completeTime,creator,variant,variant-index,org:resource,role,Activity
13573,Case2903,Closed,2012/05/22 12:40:26.000,2012/05/22 12:40:26.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13574,Case2904,Assign seriousness,2012/03/30 05:41:55.000,2012/03/30 05:41:55.000,Fluxicon Disco,Variant 26,26,Value 2,Value 2,Assign seriousness
13575,Case2904,Take in charge ticket,2012/03/30 05:43:26.000,2012/03/30 05:43:26.000,Fluxicon Disco,Variant 26,26,Value 2,Value 2,Take in charge ticket
13576,Case2904,Wait,2012/03/30 05:49:33.000,2012/03/30 05:49:33.000,Fluxicon Disco,Variant 26,26,Value 2,Value 2,Wait
13577,Case2904,Resolve ticket,2012/04/16 07:22:20.000,2012/04/16 07:22:20.000,Fluxicon Disco,Variant 26,26,Value 1,Value 1,Resolve ticket
13578,Case2904,Resolve ticket,2012/04/16 07:22:24.000,2012/04/16 07:22:24.000,Fluxicon Disco,Variant 26,26,Value 1,Value 1,Resolve ticket
13579,Case2904,Closed,2012/05/16 07:22:42.000,2012/05/16 07:22:42.000,Fluxicon Disco,Variant 26,26,Value 5,Value 5,Closed
13580,Case2905,Assign seriousness,2013/07/26 13:18:48.000,2013/07/26 13:18:48.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Assign seriousness
13581,Case2905,Take in charge ticket,2013/07/26 13:19:12.000,2013/07/26 13:19:12.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
13582,Case2905,Resolve ticket,2013/09/04 14:24:07.000,2013/09/04 14:24:07.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Resolve ticket
13583,Case2905,Closed,2013/09/19 14:24:18.000,2013/09/19 14:24:18.000,Fluxicon Disco,Variant 1,1,Value 3,Value 3,Closed
13584,Case2906,Assign seriousness,2012/04/13 07:23:28.000,2012/04/13 07:23:28.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
13585,Case2906,Take in charge ticket,2012/04/13 07:23:47.000,2012/04/13 07:23:47.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
13586,Case2906,Resolve ticket,2012/04/13 10:02:05.000,2012/04/13 10:02:05.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
13587,Case2906,Closed,2012/05/31 07:30:18.000,2012/05/31 07:30:18.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13588,Case2907,Assign seriousness,2012/06/26 07:10:15.000,2012/06/26 07:10:15.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
13589,Case2907,Take in charge ticket,2012/06/26 07:10:42.000,2012/06/26 07:10:42.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
13590,Case2907,Resolve ticket,2012/07/02 20:45:53.000,2012/07/02 20:45:53.000,Fluxicon Disco,Variant 1,1,Value 10,Value 10,Resolve ticket
13591,Case2907,Closed,2012/08/03 07:20:14.000,2012/08/03 07:20:14.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13592,Case2908,Assign seriousness,2012/08/06 07:32:05.000,2012/08/06 07:32:05.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
13593,Case2908,Take in charge ticket,2012/08/06 07:32:14.000,2012/08/06 07:32:14.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
13594,Case2908,Resolve ticket,2012/08/07 08:02:06.000,2012/08/07 08:02:06.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
13595,Case2908,Closed,2012/09/09 07:40:32.000,2012/09/09 07:40:32.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13596,Case2909,Insert ticket,2010/05/27 07:48:22.000,2010/05/27 07:48:22.000,Fluxicon Disco,Variant 179,179,Value 5,Value 5,Insert ticket
13597,Case2909,Assign seriousness,2010/05/27 08:53:55.000,2010/05/27 08:53:55.000,Fluxicon Disco,Variant 179,179,Value 6,Value 6,Assign seriousness
13598,Case2909,Assign seriousness,2010/05/27 11:42:35.000,2010/05/27 11:42:35.000,Fluxicon Disco,Variant 179,179,Value 2,Value 2,Assign seriousness
13599,Case2909,Wait,2010/05/27 12:55:13.000,2010/05/27 12:55:13.000,Fluxicon Disco,Variant 179,179,Value 16,Value 16,Wait
13600,Case2909,Take in charge ticket,2010/05/27 15:10:43.000,2010/05/27 15:10:43.000,Fluxicon Disco,Variant 179,179,Value 11,Value 11,Take in charge ticket
13601,Case2909,Resolve ticket,2010/05/28 06:50:20.000,2010/05/28 06:50:20.000,Fluxicon Disco,Variant 179,179,Value 11,Value 11,Resolve ticket
13602,Case2909,Take in charge ticket,2010/05/31 08:45:02.000,2010/05/31 08:45:02.000,Fluxicon Disco,Variant 179,179,Value 11,Value 11,Take in charge ticket
13603,Case2909,Resolve ticket,2010/05/31 08:57:35.000,2010/05/31 08:57:35.000,Fluxicon Disco,Variant 179,179,Value 11,Value 11,Resolve ticket
13604,Case2909,Closed,2010/06/30 08:57:54.000,2010/06/30 08:57:54.000,Fluxicon Disco,Variant 179,179,Value 5,Value 5,Closed
13605,Case2910,Assign seriousness,2013/07/02 06:19:50.000,2013/07/02 06:19:50.000,Fluxicon Disco,Variant 2,2,Value 14,Value 14,Assign seriousness
13606,Case2910,Take in charge ticket,2013/07/04 09:27:20.000,2013/07/04 09:27:20.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Take in charge ticket
13607,Case2910,Wait,2013/07/04 14:43:47.000,2013/07/04 14:43:47.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Wait
13608,Case2910,Resolve ticket,2013/07/19 11:53:42.000,2013/07/19 11:53:42.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Resolve ticket
13609,Case2910,Closed,2013/08/03 11:53:54.000,2013/08/03 11:53:54.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
13610,Case2911,Assign seriousness,2012/01/17 08:06:22.000,2012/01/17 08:06:22.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Assign seriousness
13611,Case2911,Take in charge ticket,2012/01/17 13:12:18.000,2012/01/17 13:12:18.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
13612,Case2911,Resolve ticket,2012/01/26 09:58:28.000,2012/01/26 09:58:28.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
13613,Case2911,Closed,2012/02/17 08:10:35.000,2012/02/17 08:10:35.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13614,Case2912,Assign seriousness,2011/11/08 08:42:07.000,2011/11/08 08:42:07.000,Fluxicon Disco,Variant 5,5,Value 9,Value 9,Assign seriousness
13615,Case2912,Resolve ticket,2011/11/08 08:44:33.000,2011/11/08 08:44:33.000,Fluxicon Disco,Variant 5,5,Value 9,Value 9,Resolve ticket
13616,Case2912,Closed,2012/01/06 08:50:44.000,2012/01/06 08:50:44.000,Fluxicon Disco,Variant 5,5,Value 5,Value 5,Closed
13617,Case2913,Assign seriousness,2012/03/20 15:22:54.000,2012/03/20 15:22:54.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13618,Case2913,Take in charge ticket,2012/03/20 15:23:03.000,2012/03/20 15:23:03.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
13619,Case2913,Resolve ticket,2012/03/22 10:25:18.000,2012/03/22 10:25:18.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
13620,Case2913,Closed,2012/04/26 14:30:33.000,2012/04/26 14:30:33.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13621,Case2914,Assign seriousness,2012/06/12 12:51:48.000,2012/06/12 12:51:48.000,Fluxicon Disco,Variant 5,5,Value 1,Value 1,Assign seriousness
13622,Case2914,Resolve ticket,2012/06/12 13:01:27.000,2012/06/12 13:01:27.000,Fluxicon Disco,Variant 5,5,Value 1,Value 1,Resolve ticket
13623,Case2914,Closed,2012/07/13 13:00:37.000,2012/07/13 13:00:37.000,Fluxicon Disco,Variant 5,5,Value 5,Value 5,Closed
13624,Case2915,Assign seriousness,2010/01/21 07:57:25.000,2010/01/21 07:57:25.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Assign seriousness
13625,Case2915,Assign seriousness,2010/01/21 07:57:35.000,2010/01/21 07:57:35.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Assign seriousness
13626,Case2915,Take in charge ticket,2010/02/15 15:17:46.000,2010/02/15 15:17:46.000,Fluxicon Disco,Variant 4,4,Value 10,Value 10,Take in charge ticket
13627,Case2915,Resolve ticket,2010/02/15 15:17:57.000,2010/02/15 15:17:57.000,Fluxicon Disco,Variant 4,4,Value 10,Value 10,Resolve ticket
13628,Case2915,Closed,2010/03/02 15:18:12.000,2010/03/02 15:18:12.000,Fluxicon Disco,Variant 4,4,Value 5,Value 5,Closed
13629,Case2916,Assign seriousness,2011/09/12 07:13:08.000,2011/09/12 07:13:08.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
13630,Case2916,Take in charge ticket,2011/09/14 07:26:49.000,2011/09/14 07:26:49.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
13631,Case2916,Resolve ticket,2011/10/06 07:19:04.000,2011/10/06 07:19:04.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
13632,Case2916,Closed,2011/10/21 07:19:15.000,2011/10/21 07:19:15.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13633,Case2917,Assign seriousness,2012/02/07 15:27:25.000,2012/02/07 15:27:25.000,Fluxicon Disco,Variant 6,6,Value 1,Value 1,Assign seriousness
13634,Case2917,Take in charge ticket,2012/02/07 15:27:39.000,2012/02/07 15:27:39.000,Fluxicon Disco,Variant 6,6,Value 1,Value 1,Take in charge ticket
13635,Case2917,Resolve ticket,2012/02/09 15:46:15.000,2012/02/09 15:46:15.000,Fluxicon Disco,Variant 6,6,Value 4,Value 4,Resolve ticket
13636,Case2917,Resolve ticket,2012/02/09 15:46:16.000,2012/02/09 15:46:16.000,Fluxicon Disco,Variant 6,6,Value 4,Value 4,Resolve ticket
13637,Case2917,Closed,2012/03/09 15:33:47.000,2012/03/09 15:33:47.000,Fluxicon Disco,Variant 6,6,Value 5,Value 5,Closed
13638,Case2918,Assign seriousness,2013/11/18 15:42:54.000,2013/11/18 15:42:54.000,Fluxicon Disco,Variant 56,56,Value 18,Value 18,Assign seriousness
13639,Case2918,Take in charge ticket,2013/11/19 06:49:52.000,2013/11/19 06:49:52.000,Fluxicon Disco,Variant 56,56,Value 2,Value 2,Take in charge ticket
13640,Case2918,Require upgrade,2013/11/21 15:45:42.000,2013/11/21 15:45:42.000,Fluxicon Disco,Variant 56,56,Value 2,Value 2,Require upgrade
13641,Case2918,Take in charge ticket,2013/11/25 11:00:56.000,2013/11/25 11:00:56.000,Fluxicon Disco,Variant 56,56,Value 2,Value 2,Take in charge ticket
13642,Case2918,Resolve ticket,2013/12/13 13:00:24.000,2013/12/13 13:00:24.000,Fluxicon Disco,Variant 56,56,Value 2,Value 2,Resolve ticket
13643,Case2918,Closed,2013/12/28 13:00:40.000,2013/12/28 13:00:40.000,Fluxicon Disco,Variant 56,56,Value 3,Value 3,Closed
13644,Case2919,Assign seriousness,2012/03/01 14:25:44.000,2012/03/01 14:25:44.000,Fluxicon Disco,Variant 5,5,Value 13,Value 13,Assign seriousness
13645,Case2919,Resolve ticket,2012/03/01 14:26:12.000,2012/03/01 14:26:12.000,Fluxicon Disco,Variant 5,5,Value 13,Value 13,Resolve ticket
13646,Case2919,Closed,2012/04/03 13:30:27.000,2012/04/03 13:30:27.000,Fluxicon Disco,Variant 5,5,Value 5,Value 5,Closed
13647,Case2920,Assign seriousness,2010/09/24 12:17:14.000,2010/09/24 12:17:14.000,Fluxicon Disco,Variant 180,180,Value 12,Value 12,Assign seriousness
13648,Case2920,Take in charge ticket,2010/09/24 12:31:12.000,2010/09/24 12:31:12.000,Fluxicon Disco,Variant 180,180,Value 2,Value 2,Take in charge ticket
13649,Case2920,Take in charge ticket,2010/09/24 12:31:58.000,2010/09/24 12:31:58.000,Fluxicon Disco,Variant 180,180,Value 2,Value 2,Take in charge ticket
13650,Case2920,Create SW anomaly,2010/09/30 07:25:46.000,2010/09/30 07:25:46.000,Fluxicon Disco,Variant 180,180,Value 21,Value 21,Create SW anomaly
13651,Case2920,Resolve ticket,2010/11/19 09:32:30.000,2010/11/19 09:32:30.000,Fluxicon Disco,Variant 180,180,Value 21,Value 21,Resolve ticket
13652,Case2920,Closed,2010/11/19 10:39:33.000,2010/11/19 10:39:33.000,Fluxicon Disco,Variant 180,180,Value 21,Value 21,Closed
13653,Case2921,Assign seriousness,2011/12/22 07:28:42.000,2011/12/22 07:28:42.000,Fluxicon Disco,Variant 38,38,Value 1,Value 1,Assign seriousness
13654,Case2921,Take in charge ticket,2011/12/22 13:32:46.000,2011/12/22 13:32:46.000,Fluxicon Disco,Variant 38,38,Value 9,Value 9,Take in charge ticket
13655,Case2921,Wait,2011/12/22 14:37:55.000,2011/12/22 14:37:55.000,Fluxicon Disco,Variant 38,38,Value 9,Value 9,Wait
13656,Case2921,Take in charge ticket,2011/12/29 13:18:29.000,2011/12/29 13:18:29.000,Fluxicon Disco,Variant 38,38,Value 1,Value 1,Take in charge ticket
13657,Case2921,Resolve ticket,2011/12/30 13:20:10.000,2011/12/30 13:20:10.000,Fluxicon Disco,Variant 38,38,Value 1,Value 1,Resolve ticket
13658,Case2921,Resolve ticket,2011/12/30 13:20:12.000,2011/12/30 13:20:12.000,Fluxicon Disco,Variant 38,38,Value 1,Value 1,Resolve ticket
13659,Case2921,Closed,2012/01/28 15:10:56.000,2012/01/28 15:10:56.000,Fluxicon Disco,Variant 38,38,Value 5,Value 5,Closed
13660,Case2922,Assign seriousness,2010/09/02 13:25:24.000,2010/09/02 13:25:24.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
13661,Case2922,Take in charge ticket,2010/09/02 13:27:27.000,2010/09/02 13:27:27.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
13662,Case2922,Resolve ticket,2010/09/02 13:28:29.000,2010/09/02 13:28:29.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
13663,Case2922,Closed,2010/10/05 13:30:41.000,2010/10/05 13:30:41.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13664,Case2923,Assign seriousness,2011/06/13 13:07:00.000,2011/06/13 13:07:00.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
13665,Case2923,Take in charge ticket,2011/06/13 13:07:17.000,2011/06/13 13:07:17.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
13666,Case2923,Resolve ticket,2011/06/14 12:45:41.000,2011/06/14 12:45:41.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
13667,Case2923,Closed,2011/07/14 13:11:40.000,2011/07/14 13:11:40.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13668,Case2924,Assign seriousness,2011/05/18 13:50:17.000,2011/05/18 13:50:17.000,Fluxicon Disco,Variant 4,4,Value 8,Value 8,Assign seriousness
13669,Case2924,Assign seriousness,2011/05/18 13:52:31.000,2011/05/18 13:52:31.000,Fluxicon Disco,Variant 4,4,Value 8,Value 8,Assign seriousness
13670,Case2924,Take in charge ticket,2011/05/18 13:55:07.000,2011/05/18 13:55:07.000,Fluxicon Disco,Variant 4,4,Value 8,Value 8,Take in charge ticket
13671,Case2924,Resolve ticket,2011/05/19 06:24:35.000,2011/05/19 06:24:35.000,Fluxicon Disco,Variant 4,4,Value 8,Value 8,Resolve ticket
13672,Case2924,Closed,2011/07/01 14:00:32.000,2011/07/01 14:00:32.000,Fluxicon Disco,Variant 4,4,Value 5,Value 5,Closed
13673,Case2925,Assign seriousness,2010/10/27 13:50:34.000,2010/10/27 13:50:34.000,Fluxicon Disco,Variant 13,13,Value 2,Value 2,Assign seriousness
13674,Case2925,Assign seriousness,2010/11/02 09:53:10.000,2010/11/02 09:53:10.000,Fluxicon Disco,Variant 13,13,Value 2,Value 2,Assign seriousness
13675,Case2925,Take in charge ticket,2010/11/02 09:53:17.000,2010/11/02 09:53:17.000,Fluxicon Disco,Variant 13,13,Value 2,Value 2,Take in charge ticket
13676,Case2925,Wait,2010/11/08 14:55:17.000,2010/11/08 14:55:17.000,Fluxicon Disco,Variant 13,13,Value 14,Value 14,Wait
13677,Case2925,Take in charge ticket,2010/11/25 15:41:50.000,2010/11/25 15:41:50.000,Fluxicon Disco,Variant 13,13,Value 14,Value 14,Take in charge ticket
13678,Case2925,Resolve ticket,2010/11/25 15:42:02.000,2010/11/25 15:42:02.000,Fluxicon Disco,Variant 13,13,Value 14,Value 14,Resolve ticket
13679,Case2925,Closed,2010/12/10 15:42:22.000,2010/12/10 15:42:22.000,Fluxicon Disco,Variant 13,13,Value 5,Value 5,Closed
13680,Case2926,Assign seriousness,2011/04/01 07:05:07.000,2011/04/01 07:05:07.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
13681,Case2926,Take in charge ticket,2011/04/01 12:45:36.000,2011/04/01 12:45:36.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
13682,Case2926,Resolve ticket,2011/04/01 12:46:07.000,2011/04/01 12:46:07.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
13683,Case2926,Closed,2011/05/19 07:10:32.000,2011/05/19 07:10:32.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13684,Case2927,Assign seriousness,2011/03/02 07:31:52.000,2011/03/02 07:31:52.000,Fluxicon Disco,Variant 20,20,Value 8,Value 8,Assign seriousness
13685,Case2927,Take in charge ticket,2011/03/02 07:32:53.000,2011/03/02 07:32:53.000,Fluxicon Disco,Variant 20,20,Value 8,Value 8,Take in charge ticket
13686,Case2927,Resolve ticket,2011/03/04 15:45:45.000,2011/03/04 15:45:45.000,Fluxicon Disco,Variant 20,20,Value 13,Value 13,Resolve ticket
13687,Case2927,Take in charge ticket,2011/03/04 15:59:30.000,2011/03/04 15:59:30.000,Fluxicon Disco,Variant 20,20,Value 13,Value 13,Take in charge ticket
13688,Case2927,Wait,2011/03/08 14:19:40.000,2011/03/08 14:19:40.000,Fluxicon Disco,Variant 20,20,Value 13,Value 13,Wait
13689,Case2927,Take in charge ticket,2011/03/11 10:44:20.000,2011/03/11 10:44:20.000,Fluxicon Disco,Variant 20,20,Value 13,Value 13,Take in charge ticket
13690,Case2927,Resolve ticket,2011/03/11 10:44:40.000,2011/03/11 10:44:40.000,Fluxicon Disco,Variant 20,20,Value 13,Value 13,Resolve ticket
13691,Case2927,Closed,2011/04/02 06:41:49.000,2011/04/02 06:41:49.000,Fluxicon Disco,Variant 20,20,Value 5,Value 5,Closed
13692,Case2928,Insert ticket,2010/12/01 15:56:39.000,2010/12/01 15:56:39.000,Fluxicon Disco,Variant 7,7,Value 14,Value 14,Insert ticket
13693,Case2928,Assign seriousness,2010/12/02 12:06:01.000,2010/12/02 12:06:01.000,Fluxicon Disco,Variant 7,7,Value 14,Value 14,Assign seriousness
13694,Case2928,Take in charge ticket,2010/12/02 13:08:51.000,2010/12/02 13:08:51.000,Fluxicon Disco,Variant 7,7,Value 2,Value 2,Take in charge ticket
13695,Case2928,Resolve ticket,2010/12/02 13:15:28.000,2010/12/02 13:15:28.000,Fluxicon Disco,Variant 7,7,Value 2,Value 2,Resolve ticket
13696,Case2928,Closed,2011/01/19 16:00:23.000,2011/01/19 16:00:23.000,Fluxicon Disco,Variant 7,7,Value 5,Value 5,Closed
13697,Case2929,Assign seriousness,2012/01/16 10:47:05.000,2012/01/16 10:47:05.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13698,Case2929,Take in charge ticket,2012/01/18 15:03:42.000,2012/01/18 15:03:42.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
13699,Case2929,Resolve ticket,2012/01/23 10:31:52.000,2012/01/23 10:31:52.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
13700,Case2929,Closed,2012/02/23 10:50:28.000,2012/02/23 10:50:28.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13701,Case2930,Assign seriousness,2012/05/28 06:05:35.000,2012/05/28 06:05:35.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
13702,Case2930,Take in charge ticket,2012/05/29 09:31:45.000,2012/05/29 09:31:45.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Take in charge ticket
13703,Case2930,Resolve ticket,2012/05/30 08:43:35.000,2012/05/30 08:43:35.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
13704,Case2930,Closed,2012/07/05 06:10:24.000,2012/07/05 06:10:24.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13705,Case2931,Assign seriousness,2013/06/07 08:27:10.000,2013/06/07 08:27:10.000,Fluxicon Disco,Variant 181,181,Value 14,Value 14,Assign seriousness
13706,Case2931,Take in charge ticket,2013/06/07 08:27:28.000,2013/06/07 08:27:28.000,Fluxicon Disco,Variant 181,181,Value 14,Value 14,Take in charge ticket
13707,Case2931,Wait,2013/06/07 08:28:42.000,2013/06/07 08:28:42.000,Fluxicon Disco,Variant 181,181,Value 14,Value 14,Wait
13708,Case2931,Require upgrade,2013/06/21 06:27:17.000,2013/06/21 06:27:17.000,Fluxicon Disco,Variant 181,181,Value 2,Value 2,Require upgrade
13709,Case2931,Resolve ticket,2013/07/10 06:26:06.000,2013/07/10 06:26:06.000,Fluxicon Disco,Variant 181,181,Value 9,Value 9,Resolve ticket
13710,Case2931,Resolve ticket,2013/07/10 06:26:06.000,2013/07/10 06:26:06.000,Fluxicon Disco,Variant 181,181,Value 9,Value 9,Resolve ticket
13711,Case2931,Closed,2013/07/25 06:26:19.000,2013/07/25 06:26:19.000,Fluxicon Disco,Variant 181,181,Value 3,Value 3,Closed
13712,Case2932,Assign seriousness,2013/07/09 08:03:29.000,2013/07/09 08:03:29.000,Fluxicon Disco,Variant 2,2,Value 14,Value 14,Assign seriousness
13713,Case2932,Take in charge ticket,2013/07/25 14:01:10.000,2013/07/25 14:01:10.000,Fluxicon Disco,Variant 2,2,Value 12,Value 12,Take in charge ticket
13714,Case2932,Wait,2013/07/31 12:42:10.000,2013/07/31 12:42:10.000,Fluxicon Disco,Variant 2,2,Value 12,Value 12,Wait
13715,Case2932,Resolve ticket,2013/08/20 07:34:41.000,2013/08/20 07:34:41.000,Fluxicon Disco,Variant 2,2,Value 12,Value 12,Resolve ticket
13716,Case2932,Closed,2013/09/04 07:34:55.000,2013/09/04 07:34:55.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
13717,Case2933,Assign seriousness,2010/02/15 15:21:35.000,2010/02/15 15:21:35.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
13718,Case2933,Take in charge ticket,2010/02/18 12:52:20.000,2010/02/18 12:52:20.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
13719,Case2933,Resolve ticket,2010/02/18 12:52:30.000,2010/02/18 12:52:30.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
13720,Case2933,Closed,2010/03/18 15:30:16.000,2010/03/18 15:30:16.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
13721,Case2934,Assign seriousness,2013/05/10 12:00:44.000,2013/05/10 12:00:44.000,Fluxicon Disco,Variant 2,2,Value 14,Value 14,Assign seriousness
13722,Case2934,Take in charge ticket,2013/05/28 06:06:22.000,2013/05/28 06:06:22.000,Fluxicon Disco,Variant 2,2,Value 9,Value 9,Take in charge ticket
13723,Case2934,Wait,2013/05/28 06:24:41.000,2013/05/28 06:24:41.000,Fluxicon Disco,Variant 2,2,Value 9,Value 9,Wait
